Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
Male,50,1,28,0,1-2 Year,Yes,36462,122,240,1
Male,69,1,8,0,1-2 Year,Yes,39813,26,146,1
Male,53,1,29,0,1-2 Year,Yes,2630,124,175,1
Male,45,1,33,0,1-2 Year,Yes,23943,26,167,1
Male,28,1,31,0,1-2 Year,Yes,2630,26,85,1
Female,35,1,31,0,1-2 Year,Yes,2630,156,70,1
Female,35,1,4,0,1-2 Year,Yes,25786,124,247,1
Male,56,1,28,0,1-2 Year,Yes,49449,26,242,1
Female,39,1,28,0,1-2 Year,Yes,41878,26,199,1
Male,42,1,33,0,1-2 Year,Yes,27917,124,86,1
Female,69,1,28,0,1-2 Year,Yes,43268,125,264,1
Male,67,1,12,0,1-2 Year,Yes,33453,124,142,1
Male,51,1,8,0,> 2 Years,Yes,45715,7,69,1
Male,53,1,28,0,> 2 Years,Yes,38572,122,197,1
Male,66,1,8,0,1-2 Year,Yes,2630,156,294,1
Female,47,1,50,0,1-2 Year,Yes,25249,124,150,1
Male,37,1,28,0,1-2 Year,Yes,32897,122,149,1
Female,44,1,28,0,1-2 Year,Yes,27883,124,226,1
Male,50,1,8,0,1-2 Year,Yes,33168,26,39,1
Male,26,1,14,0,< 1 Year,Yes,2630,152,86,1
Female,37,1,28,0,1-2 Year,Yes,2630,150,220,1
Male,55,1,28,0,1-2 Year,Yes,60226,26,268,1
Male,33,1,46,0,1-2 Year,Yes,29254,124,123,1
Male,49,1,3,0,1-2 Year,Yes,30577,26,291,1
Male,52,1,33,0,1-2 Year,Yes,29821,124,276,1
Male,36,1,30,0,1-2 Year,Yes,34418,124,155,1
Female,64,1,39,0,1-2 Year,Yes,34044,124,164,1
Male,58,1,28,0,1-2 Year,Yes,41517,26,138,1
Female,39,1,29,0,1-2 Year,Yes,2630,156,136,1
Male,43,1,28,0,1-2 Year,Yes,37182,26,286,1
Female,23,1,12,0,< 1 Year,No,20594,152,168,1
Male,47,1,15,0,1-2 Year,Yes,29010,26,57,1
Male,34,1,41,0,1-2 Year,Yes,26216,124,275,1
Male,42,1,12,0,1-2 Year,Yes,26747,26,21,1
Male,33,1,46,0,1-2 Year,Yes,23647,157,204,1
Female,37,1,28,0,1-2 Year,Yes,29726,124,263,1
Female,54,1,28,0,> 2 Years,Yes,2630,26,281,1
Female,52,1,47,0,1-2 Year,Yes,28445,124,11,1
Male,69,1,28,0,1-2 Year,Yes,42668,26,121,1
Female,33,1,28,0,1-2 Year,Yes,2630,122,171,1
Male,46,1,8,0,1-2 Year,Yes,44110,124,182,1
Male,63,1,28,0,1-2 Year,Yes,54719,122,268,1
Female,54,1,28,0,1-2 Year,Yes,91969,124,113,1
Female,45,1,32,0,1-2 Year,Yes,2630,26,120,1
Male,38,1,37,0,> 2 Years,Yes,45572,124,88,1
Male,45,1,41,0,1-2 Year,Yes,2630,157,175,1
Female,38,1,36,0,1-2 Year,Yes,32988,124,218,1
Female,45,1,28,0,1-2 Year,Yes,43104,124,177,1
Male,51,1,47,0,1-2 Year,Yes,28693,124,230,1
Female,35,1,26,0,1-2 Year,Yes,2630,157,60,1
Female,61,1,28,0,1-2 Year,Yes,30592,26,13,1
Male,35,1,28,0,1-2 Year,Yes,28567,26,91,1
Male,26,1,28,0,1-2 Year,Yes,55701,124,266,1
Female,25,1,48,0,< 1 Year,Yes,2630,152,233,1
Male,22,1,30,0,< 1 Year,Yes,29962,154,227,1
Female,58,1,28,0,> 2 Years,Yes,37719,26,271,1
Female,48,1,29,0,1-2 Year,Yes,2630,26,227,1
Male,38,1,29,0,1-2 Year,Yes,2630,124,162,1
Female,38,1,28,0,1-2 Year,Yes,28000,124,13,1
Female,45,1,28,0,1-2 Year,No,2630,157,88,1
Male,30,1,3,0,1-2 Year,Yes,33002,155,167,1
Male,44,1,6,0,1-2 Year,Yes,27237,124,43,1
Male,54,1,8,0,< 1 Year,Yes,45663,124,97,1
Male,40,1,28,0,1-2 Year,Yes,21851,124,102,1
Male,47,1,50,0,1-2 Year,Yes,25259,124,32,1
Male,42,1,28,0,1-2 Year,Yes,32643,163,58,1
Female,40,1,28,0,1-2 Year,Yes,47042,124,48,1
Male,34,1,7,0,1-2 Year,Yes,2630,156,225,1
Male,21,1,37,0,< 1 Year,Yes,28715,160,234,1
Male,35,1,46,0,1-2 Year,Yes,34747,124,129,1
Female,46,1,28,0,1-2 Year,Yes,36013,24,109,1
Male,43,1,28,0,1-2 Year,Yes,46951,26,144,1
Female,63,1,28,0,> 2 Years,Yes,53262,124,249,1
Male,57,1,28,0,1-2 Year,Yes,35769,124,161,1
Male,78,1,11,0,1-2 Year,Yes,33546,124,293,1
Male,43,1,8,0,1-2 Year,Yes,38952,163,205,1
Male,67,1,43,0,> 2 Years,Yes,27731,26,224,1
Male,35,1,47,0,1-2 Year,Yes,36127,163,125,1
Male,38,1,28,0,1-2 Year,Yes,39005,13,174,1
Male,61,1,29,0,> 2 Years,Yes,2630,26,80,1
Male,47,1,28,0,1-2 Year,Yes,35530,26,169,1
Male,38,1,28,0,1-2 Year,Yes,34747,124,156,1
Female,24,1,21,0,< 1 Year,Yes,30602,152,62,1
Male,55,1,28,0,< 1 Year,Yes,54161,26,190,1
Male,32,1,35,0,< 1 Year,Yes,31467,152,95,1
Female,37,1,28,0,1-2 Year,Yes,2630,26,79,1
Male,30,1,12,0,< 1 Year,Yes,22910,152,28,1
Male,48,1,8,0,> 2 Years,Yes,31162,26,182,1
Male,51,1,48,0,1-2 Year,Yes,2630,124,46,1
Male,35,1,35,0,1-2 Year,Yes,28950,26,110,1
Male,26,1,32,0,< 1 Year,Yes,31696,124,191,1
Male,49,1,41,0,> 2 Years,Yes,33376,124,259,1
Female,20,1,41,0,< 1 Year,No,2630,160,109,1
Female,38,1,11,0,1-2 Year,Yes,30406,124,128,1
Female,43,1,28,0,1-2 Year,Yes,67689,26,210,1
Male,47,1,28,0,1-2 Year,Yes,29791,122,186,1
Male,22,1,49,0,< 1 Year,Yes,50883,152,251,1
Female,32,1,39,0,1-2 Year,Yes,2630,157,245,1
Male,56,1,28,0,> 2 Years,Yes,50919,26,171,1
Male,39,1,28,0,1-2 Year,Yes,28408,124,166,1
Female,47,1,28,0,1-2 Year,Yes,40803,55,141,1
Male,45,1,28,0,1-2 Year,Yes,49174,26,259,1
Female,48,1,28,0,1-2 Year,Yes,2630,26,298,1
Male,35,1,41,0,1-2 Year,Yes,19660,156,134,1
Female,47,1,28,0,1-2 Year,Yes,30058,163,176,1
Female,47,1,28,0,1-2 Year,Yes,54029,154,165,1
Male,31,1,3,0,1-2 Year,Yes,37330,124,111,1
Male,39,1,8,0,1-2 Year,Yes,24238,157,298,1
Female,51,1,39,0,1-2 Year,Yes,47967,124,228,1
Female,63,1,28,0,1-2 Year,Yes,33968,26,28,1
Female,67,1,28,0,> 2 Years,Yes,74171,26,241,1
Male,51,1,38,0,1-2 Year,Yes,2630,154,286,1
Male,56,1,8,0,1-2 Year,Yes,76288,26,27,1
Male,23,1,41,0,< 1 Year,Yes,28919,26,37,1
Female,42,1,6,0,1-2 Year,Yes,28186,124,178,1
Male,49,1,28,0,1-2 Year,Yes,38014,26,159,1
Female,28,1,28,0,< 1 Year,Yes,44613,152,110,1
Female,26,1,28,0,1-2 Year,Yes,27594,154,129,1
Female,35,1,12,0,1-2 Year,Yes,2630,157,64,1
Male,24,1,40,0,< 1 Year,Yes,30809,152,193,1
Male,42,1,46,0,1-2 Year,Yes,27212,124,218,1
Male,62,1,2,0,> 2 Years,Yes,38793,26,95,1
Male,47,1,28,0,1-2 Year,Yes,42788,26,197,1
Male,51,1,32,0,1-2 Year,Yes,38657,26,48,1
Female,50,1,28,0,1-2 Year,Yes,50609,26,11,1
Female,51,1,15,0,1-2 Year,Yes,2630,156,275,1
Female,41,1,7,0,1-2 Year,Yes,2630,156,121,1
Male,53,1,3,0,1-2 Year,Yes,23567,124,111,1
Female,38,1,13,0,1-2 Year,Yes,2630,124,220,1
Male,71,1,28,0,> 2 Years,Yes,41000,26,39,1
Female,37,1,41,0,1-2 Year,Yes,32867,124,179,1
Male,66,1,28,0,1-2 Year,Yes,48197,26,173,1
Female,31,1,28,0,< 1 Year,Yes,26882,152,234,1
Male,48,1,28,0,1-2 Year,Yes,44856,26,158,1
Female,52,1,28,0,> 2 Years,Yes,41798,26,206,1
Male,44,1,19,0,1-2 Year,Yes,34162,26,115,1
Male,24,1,28,0,< 1 Year,Yes,58506,152,107,1
Female,34,1,50,0,1-2 Year,Yes,35273,152,68,1
Male,46,1,28,0,1-2 Year,Yes,42828,13,132,1
Male,45,1,28,0,1-2 Year,Yes,39942,26,153,1
Female,34,1,11,0,1-2 Year,Yes,2630,26,199,1
Female,44,1,29,0,> 2 Years,Yes,35577,122,125,1
Male,61,1,38,0,1-2 Year,Yes,38815,124,234,1
Female,47,1,28,0,1-2 Year,Yes,57123,26,46,1
Male,54,1,46,0,1-2 Year,Yes,29461,124,184,1
Male,61,1,8,0,1-2 Year,Yes,31050,26,41,1
Male,40,1,28,0,1-2 Year,Yes,489663,122,297,1
Male,29,1,5,0,< 1 Year,Yes,2630,156,278,1
Female,44,1,28,0,1-2 Year,Yes,36167,26,111,1
Male,65,1,41,0,> 2 Years,Yes,32941,26,169,1
Male,31,1,28,0,< 1 Year,Yes,43492,26,132,1
Male,54,1,41,0,1-2 Year,Yes,24287,163,36,1
Male,24,1,28,0,< 1 Year,Yes,36959,124,105,1
Male,35,1,15,0,1-2 Year,Yes,26583,124,156,1
Male,41,1,28,0,1-2 Year,Yes,36463,124,109,1
Male,59,1,28,0,> 2 Years,Yes,42306,26,213,1
Male,37,1,28,0,1-2 Year,Yes,33902,26,31,1
Female,24,1,27,0,< 1 Year,Yes,24890,152,158,1
Female,48,1,35,0,1-2 Year,Yes,30302,124,124,1
Male,22,1,46,0,< 1 Year,Yes,48977,152,223,1
Female,58,1,35,0,1-2 Year,Yes,38955,26,119,1
Female,31,1,31,0,1-2 Year,Yes,2630,124,45,1
Male,48,1,28,0,1-2 Year,Yes,34860,26,46,1
Male,32,1,28,0,1-2 Year,Yes,32739,157,62,1
Female,32,1,43,0,1-2 Year,Yes,39090,124,40,1
Male,66,1,8,0,> 2 Years,Yes,35685,30,63,1
Female,47,1,28,0,1-2 Year,Yes,39867,124,200,1
Female,42,1,28,0,> 2 Years,Yes,27436,122,216,1
Female,21,1,2,0,< 1 Year,Yes,21572,160,186,1
Male,29,1,28,0,< 1 Year,Yes,43287,152,77,1
Male,66,1,28,0,1-2 Year,Yes,68452,124,161,1
Male,46,1,40,0,1-2 Year,Yes,37630,124,94,1
Male,39,1,30,0,1-2 Year,Yes,26349,26,35,1
Female,21,1,46,0,< 1 Year,Yes,53211,152,87,1
Male,37,1,8,0,1-2 Year,Yes,108766,124,108,1
Female,35,1,23,0,1-2 Year,Yes,25065,154,230,1
Male,54,1,35,0,1-2 Year,Yes,2630,124,278,1
Male,32,1,28,0,1-2 Year,Yes,52443,124,222,1
Female,34,1,3,0,1-2 Year,Yes,2630,26,190,1
Male,65,1,39,0,1-2 Year,Yes,25918,124,274,1
Male,41,1,3,0,1-2 Year,Yes,2630,124,268,1
Male,45,1,28,0,1-2 Year,Yes,39151,150,73,1
Female,50,1,28,0,1-2 Year,Yes,44842,26,296,1
Male,41,1,28,0,1-2 Year,Yes,44172,26,224,1
Male,45,1,28,0,1-2 Year,Yes,50262,154,194,1
Male,41,1,8,0,1-2 Year,Yes,43384,7,185,1
Male,47,1,28,0,1-2 Year,Yes,49638,26,118,1
Female,47,1,28,0,1-2 Year,Yes,106671,124,260,1
Male,54,1,29,0,1-2 Year,Yes,2630,26,57,1
Female,31,1,28,0,< 1 Year,Yes,2630,26,221,1
Female,34,1,28,0,1-2 Year,Yes,2630,26,32,1
Male,27,1,41,0,< 1 Year,Yes,2630,156,254,1
Male,22,1,28,0,1-2 Year,No,27856,154,217,1
Male,58,1,28,0,1-2 Year,Yes,51043,124,267,1
Male,42,1,28,0,1-2 Year,Yes,32420,3,150,1
Male,30,1,28,0,1-2 Year,Yes,40956,124,158,1
Female,34,1,9,0,1-2 Year,Yes,36363,152,93,1
Female,23,1,11,0,1-2 Year,Yes,24829,124,31,1
Male,47,1,8,0,1-2 Year,Yes,23261,26,24,1
Female,30,1,47,0,1-2 Year,Yes,35408,124,256,1
Female,21,1,46,0,< 1 Year,Yes,19362,152,85,1
Male,35,1,29,0,1-2 Year,Yes,40767,124,89,1
Male,42,1,28,0,1-2 Year,Yes,35393,124,85,1
Male,55,1,28,0,> 2 Years,Yes,28011,13,279,1
Male,55,1,28,0,1-2 Year,Yes,46443,26,298,1
Male,53,1,41,0,1-2 Year,Yes,27860,124,226,1
Male,26,1,29,0,< 1 Year,Yes,30625,26,286,1
Female,64,1,28,0,1-2 Year,Yes,52141,24,13,1
Male,39,1,6,0,1-2 Year,Yes,36968,26,36,1
Male,51,1,8,0,1-2 Year,Yes,38692,26,183,1
Female,56,1,28,0,1-2 Year,Yes,25987,155,142,1
Female,47,1,48,0,< 1 Year,Yes,2630,26,76,1
Female,31,1,28,0,1-2 Year,Yes,44912,156,227,1
Female,42,1,28,0,1-2 Year,Yes,24057,26,289,1
Male,57,1,30,0,1-2 Year,Yes,32454,124,225,1
Female,49,1,33,0,1-2 Year,Yes,32113,26,282,1
Female,55,1,7,0,1-2 Year,Yes,54116,124,274,1
Female,21,1,28,0,1-2 Year,Yes,56440,122,44,1
Male,21,1,8,0,< 1 Year,Yes,58534,152,76,1
Female,50,1,28,0,> 2 Years,Yes,57310,26,202,1
Male,45,1,28,0,1-2 Year,Yes,39891,26,198,1
Female,41,1,47,0,> 2 Years,Yes,28545,124,205,1
Male,46,1,28,0,1-2 Year,Yes,29613,124,296,1
Male,44,1,38,0,1-2 Year,Yes,30191,124,245,1
Female,47,1,48,0,1-2 Year,Yes,2630,26,40,1
Female,42,1,45,0,1-2 Year,Yes,32749,26,127,1
Female,67,1,28,0,> 2 Years,Yes,60624,122,179,1
Male,35,1,28,0,1-2 Year,Yes,42361,26,113,1
Male,43,1,2,0,1-2 Year,Yes,29577,154,124,1
Male,74,1,28,0,1-2 Year,Yes,31384,26,289,1
Female,45,1,28,0,> 2 Years,Yes,35908,26,267,1
Male,52,1,28,0,1-2 Year,Yes,40694,26,239,1
Male,52,1,33,0,1-2 Year,Yes,30086,26,116,1
Male,68,1,46,0,1-2 Year,Yes,40341,26,69,1
Male,61,1,29,0,> 2 Years,Yes,22348,124,245,1
Male,40,1,28,0,1-2 Year,Yes,2630,156,285,1
Male,49,1,28,0,1-2 Year,Yes,70720,124,146,1
Female,47,1,46,0,1-2 Year,Yes,19635,26,239,1
Male,39,1,21,0,1-2 Year,Yes,21676,154,152,1
Female,25,1,28,0,< 1 Year,Yes,38786,26,296,1
Male,42,1,36,0,1-2 Year,Yes,2630,156,186,1
Male,42,1,8,0,1-2 Year,Yes,42771,26,218,1
Male,29,1,28,0,< 1 Year,Yes,41536,124,125,1
Female,32,1,28,0,1-2 Year,Yes,37911,156,213,1
Female,32,1,28,0,< 1 Year,Yes,44977,152,222,1
Male,44,1,28,0,> 2 Years,Yes,34281,26,281,1
Male,34,1,18,0,1-2 Year,Yes,2630,156,299,1
Male,65,1,28,0,1-2 Year,Yes,51854,13,278,1
Female,60,1,7,0,1-2 Year,Yes,2630,157,83,1
Male,67,1,36,0,1-2 Year,Yes,2630,26,160,1
Female,44,1,28,0,1-2 Year,Yes,38945,122,42,1
Male,47,1,28,0,1-2 Year,Yes,62109,26,265,1
Male,55,1,28,0,> 2 Years,Yes,29769,26,260,1
Male,22,1,24,0,< 1 Year,Yes,27283,163,92,1
Female,46,1,28,0,1-2 Year,Yes,49137,26,82,1
Male,31,1,33,0,< 1 Year,Yes,31597,124,196,1
Female,31,1,28,0,1-2 Year,Yes,26836,26,162,1
Male,63,1,28,0,1-2 Year,Yes,70452,52,97,1
Male,43,1,29,0,1-2 Year,Yes,38997,26,61,1
Female,31,1,35,0,1-2 Year,Yes,26750,26,159,1
Female,33,1,28,0,< 1 Year,Yes,42164,124,137,1
Male,62,1,28,0,> 2 Years,Yes,64819,26,160,1
Female,47,1,46,0,1-2 Year,Yes,24241,124,75,1
Male,42,1,28,0,1-2 Year,Yes,30135,124,271,1
Female,22,1,33,0,< 1 Year,Yes,29057,163,122,1
Male,50,1,28,0,1-2 Year,Yes,41335,26,259,1
Female,21,1,7,0,< 1 Year,Yes,2630,156,130,1
Female,36,1,28,0,1-2 Year,Yes,38836,124,214,1
Male,55,1,28,0,1-2 Year,Yes,60747,124,214,1
Female,46,1,28,0,> 2 Years,Yes,38581,26,216,1
Male,50,1,29,0,1-2 Year,Yes,32236,124,206,1
Male,43,1,15,0,1-2 Year,Yes,41275,55,125,1
Female,39,1,28,0,1-2 Year,Yes,53850,24,222,1
Female,47,1,28,0,1-2 Year,Yes,37251,26,42,1
Male,43,1,46,0,1-2 Year,Yes,32531,124,161,1
Female,27,1,3,0,1-2 Year,Yes,2630,157,89,1
Male,36,1,8,0,1-2 Year,Yes,31698,26,290,1
Male,57,1,45,0,1-2 Year,Yes,26250,155,51,1
Male,47,1,8,0,1-2 Year,Yes,43826,26,207,1
Female,47,1,28,0,1-2 Year,Yes,2630,124,160,1
Male,33,1,28,0,1-2 Year,Yes,2630,157,254,1
Male,57,1,29,0,1-2 Year,Yes,2630,26,13,1
Female,47,1,0,0,1-2 Year,Yes,2630,124,160,1
Female,46,1,28,0,1-2 Year,Yes,43102,122,255,1
Female,29,1,28,0,< 1 Year,Yes,31346,124,189,1
Female,43,1,28,0,1-2 Year,Yes,2630,157,164,1
Female,55,1,28,0,1-2 Year,Yes,34268,26,251,1
Female,33,1,38,0,< 1 Year,Yes,23229,163,17,1
Female,51,1,28,0,1-2 Year,Yes,43913,35,41,1
Female,45,1,28,0,1-2 Year,Yes,47036,124,56,1
Male,54,1,46,0,1-2 Year,Yes,2630,26,87,1
Male,38,1,28,0,1-2 Year,Yes,35392,26,124,1
Male,40,1,8,0,1-2 Year,Yes,39713,26,65,1
Male,40,1,28,0,1-2 Year,Yes,37867,124,148,1
Male,52,1,20,0,1-2 Year,Yes,2630,26,24,1
Male,53,1,28,0,1-2 Year,Yes,36301,26,155,1
Male,29,1,42,0,< 1 Year,Yes,33697,154,151,1
Male,33,1,33,0,1-2 Year,Yes,2630,124,108,1
Female,43,1,28,0,> 2 Years,Yes,2630,26,103,1
Female,38,1,28,0,1-2 Year,Yes,34771,124,129,1
Female,31,1,27,0,< 1 Year,Yes,24561,152,69,1
Male,53,1,28,0,1-2 Year,Yes,2630,26,244,1
Male,23,1,28,0,< 1 Year,Yes,32243,124,134,1
Male,49,1,45,0,1-2 Year,Yes,26055,26,33,1
Male,33,1,8,0,1-2 Year,Yes,47252,157,278,1
Male,41,1,28,0,> 2 Years,Yes,33998,124,161,1
Male,52,1,47,0,1-2 Year,Yes,34263,124,214,1
Male,57,1,13,0,1-2 Year,Yes,20269,3,158,1
Male,24,1,37,0,< 1 Year,Yes,35041,160,69,1
Male,70,1,28,0,1-2 Year,Yes,2630,13,11,1
Male,54,1,28,0,1-2 Year,Yes,27820,61,263,1
Male,38,1,28,0,1-2 Year,Yes,33059,26,124,1
Male,43,1,46,0,1-2 Year,Yes,36960,26,195,1
Male,32,1,11,0,1-2 Year,Yes,2630,156,185,1
Male,52,1,46,0,1-2 Year,Yes,32560,26,265,1
Female,24,1,37,0,< 1 Year,Yes,30929,160,160,1
Male,60,1,15,0,1-2 Year,Yes,25396,26,290,1
Male,41,1,28,0,< 1 Year,Yes,27850,26,77,1
Female,36,1,23,0,1-2 Year,Yes,2630,156,157,1
Male,36,1,48,0,1-2 Year,Yes,2630,124,224,1
Male,37,1,28,0,1-2 Year,Yes,62029,124,197,1
Male,25,1,15,0,< 1 Year,Yes,2630,26,84,1
Male,25,1,5,0,< 1 Year,Yes,33723,152,54,1
Female,58,1,37,0,1-2 Year,Yes,51298,124,298,1
Female,44,1,28,0,1-2 Year,Yes,43965,45,84,1
Female,29,1,11,0,< 1 Year,Yes,24184,154,203,1
Male,27,1,28,0,< 1 Year,Yes,2630,163,171,1
Male,53,1,18,0,1-2 Year,Yes,37190,26,98,1
Female,67,1,28,0,> 2 Years,Yes,57975,26,123,1
Male,48,1,28,0,1-2 Year,Yes,47928,26,127,1
Male,34,1,15,0,1-2 Year,Yes,2630,124,108,1
Female,47,1,31,0,1-2 Year,Yes,2630,26,40,1
Male,45,1,28,0,> 2 Years,Yes,70184,44,156,1
Female,34,1,45,0,1-2 Year,Yes,51215,124,281,1
Female,33,1,45,0,1-2 Year,Yes,2630,157,194,1
Female,26,1,28,0,< 1 Year,Yes,48498,152,41,1
Female,23,1,36,0,< 1 Year,Yes,33278,152,93,1
Female,41,1,28,0,1-2 Year,Yes,27930,26,276,1
Male,50,1,46,0,1-2 Year,Yes,35846,26,241,1
Female,32,1,11,0,1-2 Year,Yes,2630,154,156,1
Female,38,1,28,0,1-2 Year,Yes,41035,26,170,1
Male,31,1,28,0,1-2 Year,Yes,33952,124,12,1
Male,46,1,28,0,1-2 Year,Yes,32497,26,83,1
Male,40,1,2,0,1-2 Year,Yes,38443,26,288,1
Female,36,1,28,0,1-2 Year,Yes,43321,124,217,1
Male,28,1,39,0,< 1 Year,Yes,57169,124,217,1
Male,52,1,41,0,1-2 Year,Yes,2630,26,225,1
Male,60,1,31,0,> 2 Years,Yes,2630,124,225,1
Female,44,1,28,0,1-2 Year,Yes,2630,26,35,1
Male,47,1,28,0,1-2 Year,Yes,38161,124,243,1
Female,31,1,46,0,1-2 Year,Yes,2630,157,47,1
Male,37,1,46,0,1-2 Year,Yes,2630,124,23,1
Male,37,1,3,0,1-2 Year,Yes,2630,157,148,1
Male,55,1,28,0,> 2 Years,Yes,57863,26,181,1
Male,57,1,39,0,1-2 Year,Yes,31388,124,14,1
Female,42,1,28,0,1-2 Year,Yes,36630,124,111,1
Female,39,1,2,0,1-2 Year,Yes,2630,157,247,1
Female,24,1,36,0,< 1 Year,Yes,33510,152,215,1
Male,35,1,39,0,1-2 Year,Yes,2630,156,86,1
Male,23,1,8,0,< 1 Year,Yes,50363,152,155,1
Male,45,1,4,0,1-2 Year,Yes,2630,124,68,1
Female,36,1,36,0,1-2 Year,Yes,2630,163,180,1
Female,49,1,28,0,1-2 Year,Yes,48826,26,153,1
Male,41,1,28,0,1-2 Year,Yes,38786,124,132,1
Female,25,1,28,0,< 1 Year,No,22365,152,118,1
Male,52,1,28,0,1-2 Year,Yes,37418,26,240,1
Female,57,1,6,0,1-2 Year,Yes,31215,26,58,1
Male,53,1,45,0,1-2 Year,Yes,24904,26,163,1
Female,43,1,28,0,1-2 Year,Yes,75312,124,186,1
Female,66,1,28,0,> 2 Years,Yes,46815,26,125,1
Female,36,1,28,0,1-2 Year,Yes,31952,124,49,1
Male,30,1,3,0,1-2 Year,Yes,36710,154,148,1
Male,24,1,15,0,< 1 Year,Yes,34164,152,217,1
Female,39,1,28,0,> 2 Years,Yes,76960,24,268,1
Male,46,1,28,0,1-2 Year,Yes,43616,26,17,1
Female,38,1,35,0,1-2 Year,Yes,31813,124,136,1
Female,41,1,9,0,1-2 Year,Yes,36995,124,245,1
Male,74,1,29,0,1-2 Year,Yes,30419,26,70,1
Male,25,1,8,0,< 1 Year,Yes,39920,152,92,1
Male,48,1,28,0,1-2 Year,Yes,45535,26,68,1
Female,23,1,15,0,< 1 Year,Yes,51754,152,20,1
Female,22,1,8,0,< 1 Year,Yes,2630,156,60,1
Female,47,1,8,0,1-2 Year,Yes,39732,124,217,1
Female,43,1,28,0,1-2 Year,Yes,53432,26,159,1
Male,54,1,35,0,1-2 Year,Yes,25551,26,13,1
Female,38,1,34,0,> 2 Years,Yes,27791,26,72,1
Male,44,1,48,0,1-2 Year,Yes,2630,26,238,1
Male,52,1,28,0,1-2 Year,Yes,41427,26,172,1
Female,43,1,28,0,1-2 Year,Yes,35865,24,100,1
Male,60,1,35,0,1-2 Year,Yes,27406,124,106,1
Male,58,1,41,0,1-2 Year,Yes,22342,124,140,1
Female,52,1,8,0,1-2 Year,Yes,43390,26,227,1
Male,30,1,47,0,1-2 Year,Yes,29905,124,14,1
Male,61,1,28,0,1-2 Year,Yes,53704,26,109,1
Female,20,1,15,0,1-2 Year,Yes,48617,157,166,1
Female,49,1,28,0,> 2 Years,Yes,2630,26,45,1
Female,57,1,3,0,> 2 Years,Yes,28179,124,171,1
Male,41,1,7,0,1-2 Year,Yes,2630,156,204,1
Male,54,1,28,0,1-2 Year,Yes,252866,26,57,1
Male,57,1,2,0,1-2 Year,Yes,34370,124,253,1
Male,63,1,18,0,1-2 Year,Yes,2630,156,87,1
Male,33,1,15,0,1-2 Year,Yes,36447,124,68,1
Female,35,1,14,0,1-2 Year,Yes,2630,157,162,1
Female,43,1,28,0,1-2 Year,Yes,59342,26,263,1
Male,47,1,28,0,1-2 Year,Yes,36499,26,233,1
Male,23,1,30,0,< 1 Year,No,30929,152,155,1
Male,41,1,28,0,1-2 Year,Yes,44076,55,21,1
Male,69,1,14,0,1-2 Year,Yes,36259,26,136,1
Male,78,1,28,0,1-2 Year,Yes,44751,122,85,1
Male,39,1,28,0,> 2 Years,Yes,45187,26,212,1
Male,32,1,30,0,1-2 Year,Yes,26648,157,271,1
Male,64,1,33,0,1-2 Year,Yes,27983,26,53,1
Male,43,1,41,0,1-2 Year,Yes,33239,124,274,1
Male,38,1,8,0,1-2 Year,Yes,2630,26,78,1
Male,39,1,28,0,1-2 Year,Yes,48334,25,193,1
Male,35,1,28,0,1-2 Year,Yes,50731,26,28,1
Female,50,1,24,0,1-2 Year,Yes,39588,156,138,1
Female,35,1,21,0,1-2 Year,Yes,2630,157,34,1
Male,53,1,28,0,1-2 Year,Yes,66860,26,28,1
Male,44,1,28,0,> 2 Years,Yes,35191,124,299,1
Male,42,1,35,0,1-2 Year,Yes,2630,26,208,1
Male,38,1,1,0,1-2 Year,Yes,2630,124,272,1
Male,29,1,23,0,1-2 Year,Yes,30057,163,142,1
Male,42,1,45,0,1-2 Year,Yes,35845,124,75,1
Female,37,1,28,0,1-2 Year,Yes,34146,23,172,1
Female,58,1,47,0,1-2 Year,Yes,35455,124,46,1
Female,45,1,28,0,1-2 Year,Yes,41943,26,29,1
Male,45,1,28,0,1-2 Year,Yes,42871,26,134,1
Female,33,1,30,0,1-2 Year,Yes,2630,124,185,1
Male,77,1,35,0,1-2 Year,Yes,27604,26,181,1
Male,61,1,49,0,1-2 Year,Yes,23967,125,114,1
Male,38,1,24,0,1-2 Year,Yes,29012,26,22,1
Female,51,1,28,0,1-2 Year,Yes,21764,163,87,1
Male,39,1,29,0,1-2 Year,Yes,33610,26,118,1
Male,54,1,28,0,> 2 Years,Yes,58224,26,214,1
Male,43,1,28,0,1-2 Year,Yes,27761,124,108,1
Male,48,1,46,0,> 2 Years,Yes,2630,26,114,1
Male,62,1,28,0,1-2 Year,Yes,37514,124,100,1
Male,62,1,28,0,1-2 Year,Yes,25497,124,79,1
Female,30,1,45,0,< 1 Year,Yes,24753,124,90,1
Male,53,1,42,0,1-2 Year,Yes,2630,124,43,1
Female,36,1,28,0,1-2 Year,Yes,42270,147,55,1
Female,47,1,28,0,1-2 Year,Yes,107966,26,202,1
Male,37,1,16,0,1-2 Year,Yes,2630,156,53,1
Male,57,1,12,0,1-2 Year,Yes,36618,26,247,1
Female,38,1,30,0,1-2 Year,Yes,30151,124,59,1
Male,41,1,13,0,1-2 Year,Yes,32658,124,148,1
Female,39,1,26,0,1-2 Year,Yes,37071,157,105,1
Female,24,1,15,0,< 1 Year,Yes,44236,152,130,1
